CODE,NAME,AMOUNT,DATE,REPNAME,MARK,BALANCE
GH10001,CEMANDON COMPANY LTD(WATER REGION),15800,2025/5/20,徐亮,PICK UP MOMO,305288.74
GH10004,NIMOK(TUDU),4760,2024/6/26,KUMBALA,PICKUP CREDIT ESTHER Y,9795.5
GH10006,COASTAL BATTERY (TESANO),5000,2026/2/9,PRINCE B,SHOP CREDIT PRINCE B,5000
GH10007,SUPER O ENT (TEMA),18260,2025/7/3,BENEDICTA,"BENEDICTA, SEND TO SHOP EVERY 2 WEEKS",2048
GH10009,KMENS ENT (TEMA),12000,2026/2/11,BENEDICTA,"PICK UP CASH,BENY(Q)",57607
GH10010,JABPAH ENT (TEMA),116778.3,2026/1/22,BENEDICTA,"BENEDICTA,SEND TO SHOP ON CREDIT",101239.55
GH10013,MR.B MOTORS (TEMA),39956,2025/10/14,BENEDICTA,SHOP CREDIT BENNY,28918
GH10015,YAW NSIAH BATTERY (TECHIMAN),4045,2023/7/14,KUMBALA,pay mmo today and pic kup,4310
GH10019,MR.JONES (TAKORADI),75411,2026/2/13,KUMBALA,"KUMBALA,SEND TO STATION ON CREDIT",75411
GH10025,AVETOS AUTO PARTS (TAIFA JUNCTION),2667.3,2026/1/24,AKORFA,PICK UP CASH AKORFA,129438.8
GH10026,NANA K.VENTURES(TAIFA JUNCTION),22400,2025/11/5,PRINCE B,SHOP CHEQUES OBENG,10801.56
GH10027,PK ASSAN ENTERPRISE(SWERDU),76882.2,2026/2/14,ESTHER YEBOAH,PICK UP CREDIT ESTHER Y,309618.54
GH10028,ODO NKOA ENTERPRISE (SWEDRU),6550,2026/2/10,ESTHER YEBOAH,PICK UP CASH STEPHAINE,22010.3
GH10032,KAFKUM,,,BENEDICTA,,4745
GH10033,OHENEBA BATTERY(NKAWKAW ),5250,2026/2/5,PRINCE B,"LATIFA,PICK UP ON CREDIT",66142.3
GH10034,GYAMFI MOTORS BATTERY (NKAWKAW),34580.5,2026/1/7,BENEDICTA,PICK UP CREDIT BENNY,851
GH10035,NEW TOWN GEORGE (NEW TOWN),126000,2026/1/29,PRINCE B,SHOP CREDIT,227229.6
GH10037,SEY SERVICES & SUPPLY (MATAHEKO MASS ROAD),4210,2025/9/12,PRINCE B,SHOP,9604
GH10038,RED J MOTOR (MADINA),72289.75,2026/1/22,AKORFA,SHOP CREDIT AKORFA,168887.23
GH10039,GREAT MAJESTY BATTERY (MADINA),44200,2025/10/14,AKORFA,SHOP WEEKLY ESTHER Y,58308
GH10041,EKUFUL KOBBY AND FRIENDS SPARE PARTS(MADINA),89870,2026/2/17,AKORFA,SHOP CREDIT SABINA,49229.18
GH10042,MIC-MAY ENT (MADINA),8320,2026/1/26,AKORFA,SEND TO SHOP ON CREDIT,249292.9
GH10043,MANNAN ENTERPRISE (MADINA),2460,2026/1/14,ESTHER YEBOAH,PICK UP CASH WAREHOSUE,514029.82
GH10050,TITANUIM BATTERY (KUMASI),600,2025/12/6,徐亮,"PICK UP CASH,MARVIN",600.74
GH10051,DAVID GYAMFI MOTORS (KUMASI),14400,2026/2/17,徐亮,STATION CREDIT （客户投诉价格过高于市场价）,548538.97
GH10052,SAMUEL OPOKU MENSAH BATTERY (KUMASI),77520,2026/1/10,KOFI,SEND TO STATION PAID 10w CHEQUE,593218.6
GH10053,ALPHA AUTO PARTS (KUMASI),6300,2026/2/5,KOFI,SEND TO STAION ON CREDIT,316310.63
GH10057,MESSIAH HIGHEST (KUMASI),95460,2026/1/26,KOFI,SEND TO STATION ON CREDIT,319147
GH10059,JONPE,,,KOFI,,17845.9
GH10062,JONES,,,KOFI,,3485
GH10063,WORSHIP MOTORS (KUMASI),4594,2023/1/30,ENOCH,"PICKUP,GOT THE CASH",601
GH10064,YAW OPPONG AUTO PARTS (KUMASI),163397,2025/9/7,KOFI,SEND TO STATION ADD 10 COATS,131862.1
GH10067,D.NTIAMOA (KUMASI),27700,2026/1/15,KOFI,"KOFI,SEND TO STATION PAY CHEQUE",29838
GH10068,AKWASI ACHEAMPONG (KUMASI),10620,2026/2/17,KOFI,PICK UP MOMO LATIFA,100185.02
GH10069,MARANATHA AUTO PARTS (KUMASI),14831.2,2025/11/11,KOFI,TO STATION CREDIT 买十送一 MARVIN,18035.7
GH10074,AZAY ENTERPRISES (KUMASI),10110,2025/6/17,ENOCH,TAFO STATION CASH,1000
GH10075,NANA OSEI/ISAAC AFRIYIE ENTERPRISE (KUMASI),19135,2025/8/7,KOFI,TAFO STATION CASH 李,135
GH10076,MISS K VENTURES (KPONE),2380,2025/6/30,AMOAH HILDA,PICK UP CASH,6840
GH10082,GOOD FATHER ENT (KOKOMPE),12150,2026/1/7,PRINCE B,TO SHOP CASH MARVIN,96411
GH10084,ALEX BOAT SPARE (KOFORIDUA),2570.5,2026/2/13,PRINCE B,PICK UP CASH PRINCE B,184987.66
GH10085,DE SABKU MOTORS ENT (KOFORIDUA),2420,2026/1/26,PRINCE B,SHOP CASH PRINCE B,45067.9
GH10086,BY HIS GRACE MOTORS (KOFORIDUA),29540,2026/2/17,PRINCE B,PICK UP ON CREDIT,215973.11
GH10087,BIG BRO ENT (KOFORIDUA),8910,2025/12/16,PRINCE B,"PRINCE B, SEND TO STATION WEEKLY CASH",4405
GH10088,ETP ENTERPRISE (KASOA),1890.5,2026/2/9,ESTHER YEBOAH,SHOP CREDIT ESTHER Y,1406663.67
GH10089,DADA RICH BATTERY (KASOA),14200,2026/1/27,KUMBALA,SHOP CHEQUES KUMBALA 旧电池促销,85977
GH10093,ESEPET THE LORD (CAPE COAST),298110,2025/12/29,KUMBALA,SEND TO STATION MONTHLY PAYMENT,409229.4
GH10094,ABAKAFORD ENT (CAPE COAST),940,2026/1/31,KUMBALA,"HANNA,SEND TO STATION PAY MOMO",268204
GH10095,SASCO MOTORS (AVENOR),7100,2026/2/13,AKORFA,PICK UP CREDIT LATIFA,55911.4
GH10096,AMAYAA VENTURES (AVENOR),8950,2025/12/18,AKORFA,"LATIFA,SEND TO SHOP PAY CASH",3900
GH10099,TWO PLUS TWO BATTERY (ASHAIMAN),103960,2026/1/20,BENEDICTA,"BENEDICTA,SEND TO SHOP ON CREDIT",103962.4
GH10102,OFORI JONES (AMASAMA),3700,2023/5/26,BENEDICTA,pick up,2462
GH10105,ONE BRAKE HOUSE (ALAJO),800,2026/2/4,PRINCE B,PICK UP CREDIT LATIFA,59778.34
GH10106,KWAKU-AKUA,4400,2026/2/12,商宇琛,PICK UP CHEQUE LATIFA,350329.5
GH10107,GEORGE NYARKO VENTURES BATTERY (ACHIMOTA),456,2025/3/24,PRINCE B,SHOP CASH SAMPLE,3896
GH10108,FRANK OSWSU MOTORS (ACHIMOTA),2100,2026/2/12,PRINCE B,PICK UP CASH PRINCE B,153206.76
GH10109,DOUBLE ROAD FATHER BATTERY (ABOSSEY OKAI),72650,2025/7/3,朱立刚,TO SHOP CREDIT,28401.55
GH10110,BOAKOMEA MOTORS (ABOSSEY OKAI),1310,2026/1/29,朱立刚,TO SHOP CASH LEO,270408.75
GH10111,LESLIE AUTOMOBILE (ABOSSEY OKAI),4480,2022/9/19,朱立刚,"GOT CASH,PICKUP",98148.5
GH10112,BATURE ENTERPRISE (ABOSSEY OKAI),3736,2026/2/16,商宇琛,PICK UP CREDIT,418154
GH10113,ASEDA HOUSE MOTORS BATTERY (ABOSSEY OKAI),31200,2024/1/17,朱立刚,"SNED TO SHOP,CREDIT",123308.06
GH10114,AB ACHEMPIO MOTORS (ABOSSEY OKAI),140000,2026/2/3,BOATEMAA ABIGAIL,"TO SHOP CHEQUE,ABI",189864.5
GH10116,AYENSU AUTO PARTS (ABOSSEY OKAI),1400,2026/2/11,朱立刚,PICK UP CREDIT,290254.22
GH10117,CHAIRMAN BASE AUTO PARTS (ABOSSEY OKAI),32217,2026/1/28,朱立刚,TO SHOP CREDIT,157081.24
GH101176,PHOENIX MOTORS(KOFORIDUA),8660,2026/2/9,PRINCE B,PICK UP WEEKLY P;RINCE B,8660
GH10119,BIG FRIENDS MOTORS (ABOSSEY OKAI),27600,2026/2/12,BOATEMAA ABIGAIL,SEND TO SHOP CREDIT ABI,77380
GH10120,XIANO AUTO PARTS (ABOSSEY OKAI),3182,2026/2/9,朱立刚,SEND TO SHOP MOTOR RIDER,114379.6
GH10121,ANAMBON JOSEPH MOTORS,,,BENY,,71164
GH10122,FORDAM ENTERPRISES LTD (ABOSSEY OKAI),840,2023/11/22,AMOAH HILDA,CASH SEND TO SHOP,4000
GH10123,OFORI BA OFORI MOTORS (ABOSSEY OKAI),53000,2025/12/9,BOATEMAA ABIGAIL,"TO SHOP CREDIT,ABI",55100.15
GH10124,REPLACEMENT AUTO PARTS (ABOSSEY OKAI),32800,2026/2/9,商宇琛,PICK UP CASH TO LINDA,312865.32
GH10125,PASM 91 MOTORS (ABOSSEY OKAI),48353,2025/3/5,AMOAH HILDA,TO SHOP EVERY WEEK 4000 CASH,711.8
GH10127,DOUBLE ROAD ERIC BATTERY (ABOSSEY OKAI),390,2025/7/10,PRINCE,PICK UP CASH,2598
GH10130,CASE DIE MOTORS (ABOSSEY OKAI),1156,2022/6/16,BENY,补单，货已发,40867
GH10131,MAKENZY VENTURES(ABOSSEY OKAI),12300,2022/5/17,AMOAH HILDA,,18414.5
GH10132,FAMASCO ENT (ABOSSEY OKAI),15635,2024/7/24,PRINCE,PICK UP CASH BENY,19939
GH10134,OHENEBA SIDOUG (ABOSSEY OKAI),1450,2026/2/17,朱立刚,SEND TO SHOP MOTOR RIDER CREDIT,90844
GH10135,PATELA MOTORS (ABOSSEY OKAI),73866,2024/12/3,AMOAH HILDA,TO SHOP CHEQUE,152460.5
GH10136,SANODA VENTURES ENT (ABOSSEY OKAI),36556,2026/1/19,PRINCE,TO SHOP CREDIT,0.4
GH10137,KWESAPP VENTURES (ABOSSEY OKAI),630,2024/7/9,AMOAH HILDA,PICKUP CASH STEPHANIE,33443.2
GH10138,ABOVE ALL AUTO PARTS (ABOSSEY OKAI),4950,2026/2/17,AMOAH HILDA,"TO SHOP CREDIT,HILDA",3524
GH10140,JONYARK MOTORS (ABOSSEY OKAI),825,2026/2/13,PRINCE,"PICK UP CASH,PRINCE",825
GH10142,LOVERS AND BEST FRIENDS ENT (ABOSSEY OKAI),4600,2025/11/27,BENY,PICK UP CASH BENY,4600
GH10143,SAFANT ENTERPRISE,,,BENY,,11471
GH10144,FRANBETO ENT (ABOSSEY OKAI),25365,2026/1/19,朱立刚,SEND TO SHOP CREDIT 10000 EVERY WEEK,263212.5
GH10145,KWAKU SAAH MOTORS (ABOSSEY OKAI),12066,2026/2/9,AMOAH HILDA,SEND TO SHOP CASH HILDA,77172.6
GH10147,QUALIPARTS ENTERPRISE (ABOSSEY OKAI),7420,2026/1/6,PRINCE,"TO SHOP CHEQUE,ABI",58688
GH10148,DACOSTA B.FRIENDS MOTORS (ABOSSEY OKAI),14380,2025/11/21,PRINCE,TO SHOP CHEQUE PRICE,9428
GH10150,BEGORO AUTO PARTS (ABOSSEY OKAI),132348,2024/11/18,PRINCE,TO SHOP CREDIT FOR ONE MONTH,443919.86
GH10153,MERCOM AUTO PARTS (ABOSSEY OKAI),7275,2026/2/5,LINDA,"PICK UP CREDIT,STEPHANIE",18731
GH10155,K.BOADU AUTO MOBILE SPARE PARTS (ABOSSEY OKAI),43860,2025/6/20,AMOAH HILDA,TO SHOP CASH EVERY WEEK,85557
GH10156,EYE ADOM MOTORS (ABOSSEY OKAI),5930,2025/10/6,AMOAH HILDA,SHOP CREDIT HILDA,2496
GH10157,ENO MOTORS (ABOSSEY OKAI),940,2022/12/6,BENY,,4848
GH10158,ALEX ENTERPRISE (ABOSSEY OKAI),1740,2024/6/26,AMOAH HILDA,PICKUP,21435
GH10162,PADDY MOTORS (ABOSSEY OKAI),40420,2026/2/11,PRINCE,SEND TO SHOP 20000CASH + CREDIT 4 week,22328.26
GH10163,LADY ROSEMARY ENTERPRISE (ABOSSEY OKAI),900,2026/1/12,PRINCE,"TO SHOP CREDIT,PRINCE",15350
GH10164,OBIRISCO MOTORS (ABOSSEY OKAI),11850,2026/1/29,LINDA,SEND TO SHOP CHEQUE PRINCE,38849.2
GH10168,NABO MOTORS (ABOSSEY OKAI),7250,2026/1/21,朱立刚,TO SHOP CASH7000  ESTHER CA,3000
GH10169,APINDE ENT (ABOSSEY OKAI),2150,2025/5/23,AMOAH HILDA,"PICK UP MOMO,BENY",13935
GH10171,YELLOW MAN ENT (ABOSSEY OKAI),5210,2025/11/6,PRINCE,SEND TO SHOP CREDIT HALF CASH TODAY +NEXT WEEK PAY ALL HILDA,800
GH10172,SHOCK HOUSE (ABOSSEY OKAI),27280,2025/1/6,AMOAH HILDA,SEND TO SHOP 20000 CASH TODAY + 7280 NEXT WEEK,13370
GH10173,HANNANUELLA RADIATOR (ABOSSEY OKAI),800,2026/2/12,AMOAH HILDA,PICK UP CREDIT,30827.5
GH10174,KAY MONIC BATTERY,,,BENEDICTA,,11580
GH10175,ONE K.MOTORS (ABOSSEY OKAI),27020,2026/2/11,LINDA,TO SHOP CREDIT,27020
GH10176,KAMFO YEHOWA(ABOSSEY OKAI),7290,2025/8/6,LINDA,"TO SHOP CREDIT,BENY",17130.6
GH10177,ASOMDWEE ENT BATTERY (ABOSSEY OKAI),10500,2025/9/1,AMOAH HILDA,SHOP CASH 10000 BENY,5500
GH10178,DOE MOTORS (ABOSSEY OKAI),6500,2025/12/15,PRINCE,TO SHOP CHEQUE,6171
GH10180,SHAMOO ENT (ABOSSEY OKAI),17304,2026/1/29,PRINCE,"TO SHOP EVERY WEEK 2K,PRINCE",13303.55
GH10181,BOAKING MOTORS (ABOSSEY OKAI),17226,2025/6/13,PRINCE,SEND TO SHOP 5000CASH + CHEQUE,2741
GH10184,AMSCO MOTORS (ABOSSEY OKAI),4725,2026/2/10,PRINCE,"TO SHOP REPLACE RETURNS,ABI",94982
GH10186,MARO PARTS (ABOSSEY OKAI),1415,2023/9/18,AMOAH HILDA,MARO补单,2618
GH10187,NEW MAN (ABOSSEY OKAI),3620,2026/2/14,AMOAH HILDA,"TO SHOP CASH,HILDA",24121.68
GH10188,CALL OUT ENT (ABOSSEY OKAI),8680,2026/2/12,AMOAH HILDA,"TO SHOP CHEQUE,HILDA",8680
GH10189,KINGDOM AUTOPARTS,,,AMOAH HILDA,,12545
GH10190,FIRST ADVENTURE ENT(ABOSSEY OKAI),4710,2024/11/13,AMOAH HILDA,PICK UP CASH BENY,1244
GH10191,HAYFORD MOTORS (ABOSSEY OKAI),2050,2026/2/13,PRINCE,PICK UP CASH PRINCE,19308
GH10193,OSOPRINCE ENT (ABOSSEY OKAI),7795,2025/7/8,PRINCE,"O SHOP CREDIT,LINDA",3795
GH10194,ABOSSEY OKAI FRANK,20600,2025/2/19,PRINCE,10K TODAY BALANCE NEXT WEEK,10950
GH10202,AKAPELLA MOTORS,,,BENY,,6429
GH10203,CABOAT AGENCY (ABOSSEY OKAI),2675,2025/12/29,PRINCE,"TO SHOP CHEQUE,HILDA",500
GH10209,ABOSSEY NANA YAW,44688,2026/2/13,AMOAH HILDA,"TO SHOP PAY 20K CASH,REST WITHIN MONTH,HILDA",64708
GH10212,BIZZACO CAR QUEST (ABOSSEY OKAI),1180,2024/10/10,BENY,pick up cash,6697.81
GH10213,ISAAC OFORI BOATING (ABOSSEY OKAI),16030,2025/10/3,AMOAH HILDA,TO SHOP CASH BENYT,7960
GH10214,TONY’S ENGINE MOUNTINGS,1500,2023/9/12,PRINCE,明天付一半,1090
GH10216,J AND T VENTURES(ABOSSEY OKAI),17580,2025/7/23,AMOAH HILDA,PICK UP 10K CASH+REST NEXT WEEK THUR BENY,7580
GH10218,LIVING BROTHER MOTORS (ABOSSEY OKAI),4168,2025/8/30,AMOAH HILDA,"PICK UP CASH,BENY",4168
GH10227,BETTER MOTORS (ABOSSEY OKAI),29238,2025/6/27,AMOAH HILDA,TO SHOP CASH15K REST NEXT WEEK BENY,26238
GH10232,ADUANA MOTORS (ABOSSEY OKAI),20495,2026/1/16,PRINCE,SEND TO SHOP pay all in 6 weeks,21469
GH10233,RANS O VENTURES (KUMASI),8990,2026/2/13,KOFI,SEND TO STATION PAY CHEQUE,432597.84
GH10235,PAAKWESI MOTORS (ABOSSEY AKAI),2600,2026/1/27,AMOAH HILDA,SEND TO SHOP CASH ABI,8155.75
GH10236,ABOO BELT (ABOSSEY OKAI),5340,2025/1/22,AMOAH HILDA,PICK UP CASH,18583
GH10237,KOSADA MOTORS (ABOSSEY OKAI),1650,2024/10/11,AMOAH HILDA,TO SHOP CASH,2693.94
GH10238,PK BATTERY(LAPAZ),95800,2024/2/6,AKORFA,TO SHOP CREDIT,95800
GH10242,YOUNG AUTO MOBILE PARTS (ABOSSEY OKAI),7360,2025/5/19,AMOAH HILDA,"PICK UP CASH,BENY",4743
GH10252,JONATHAN ANNING BATTERY (DOME),22300,2025/9/1,AKORFA,"SYLVIA, PICK UP ON CREDIT",5210
GH10260,LIZZY MOTORS (KOKOMPE),2280,2026/1/31,PRINCE B,PICK UP CASH PRINCE B,3744
GH10266,TWUM BARIMA ENT(ABOSSEY OKAI),3060,2026/2/12,AMOAH HILDA,"TO SHOP CHEQUE,HILDA",12108.8
GH10270,SAFORO ENT(ABOSSERY OKAI),13125,2025/11/26,AMOAH HILDA,PICK UP CASH BENY,6430
GH10271,BEKOE COMMERCIL(ABOSSEY OKAI),12180,2025/6/11,AMOAH HILDA,PICK UP CASH,46118.04
GH10274,SEFA WILLIAM MOTORS(TEMA),12089.7,2026/2/13,BENEDICTA,"BENEDICTA,PICK UP PAY CASH,到办公室付现金，带2件工衣",17602.7
GH10275,TAYLOR MOTORS(TAYLOR),3275,2026/1/5,AMOAH HILDA,PICK UP MOMO STEPHNIE,562
GH10276,OMARISCO AUTO PARTS(ABOSSEY OKAI),6550,2026/2/12,AMOAH HILDA,PICK UP CHEQUE HILDA,9918
GH10284,AMERICANO GASKET(ABOSSEY OKAI),3300,2025/4/2,PRINCE,PICK UP CASH BENY,2
GH10295,M MOTORS(ABOSSEY OKAI),4146,2025/7/24,AMOAH HILDA,"PICK UP CASH,BENY",146
GH10299,ADAMS BELT HOUSE(ABOSSEY OKAI),16020,2025/4/9,LINDA,TO SHOP CASH+CHEQUE LINDA,5020
GH10301,ABU TAHIRU MOHAMMED (ASHAIMAN),9700,2026/2/11,BENEDICTA,"PICK UP CREDIT,BENY(Q)",303320.6
GH10304,TEYE DJAMGBAH (TEMA),730,2026/2/12,BENEDICTA,PICK UP CASH HANNAH,40401.98
GH10306,DORIS KUMASI,32250,2026/1/19,KOFI,STATION CREDIT 李,32230
GH10307,YEBOAH RADIATOR (ABOSSEY OKAI),11980,2026/2/12,PRINCE,PICK UP CASH PRINCE,193097
GH10311,PACTUM(ABOSSEY OKAI),16645.2,2025/5/31,AMOAH HILDA,PIC UP CASH,0.2
GH10312,GYAMFI AUTO PARTS(ABOSSEY OKAI),12530,2025/11/7,AMOAH HILDA,"TO SHOP PAID 4K CASH REST CREDIT,ABI",5530.4
GH10313,ANTWI ENTERPRISE(ABOSSEY OKAI),22170,2023/11/22,BENY,现金 pick up,28531
GH10315,ALIMAYS MOTOR(KOFORIDUA),2554,2026/2/13,PRINCE B,"LATIFA,PICK UP PAY MOMO,已转账MOMO",53627.87
GH10318,ACHISCO(ABOSSEY OKAI),788,2026/2/9,PRINCE,PICK UP CASH PRINCE,836
GH10325,NATHANIEL(KUMASI),1680,2026/2/9,KOFI,STATION MOMO 徐,36695.29
GH10328,YEBFORD RADIATOR(ABOSSEY OKAI),5500,2026/2/18,朱立刚,SEND TO SHOP CREDIT,426928.75
GH10345,KOFOO MOTORS,2670,2026/2/12,AMOAH HILDA,"TO SHOP CASH,HILDA",36572.26
